title,contributor,issued,format,fulltext_url,trove_url,trove_id,fulltext_url_type
"Program presentation of appropriations and outlays. Departmental estimates / presented by ..., Minister for Finance",Australia. Department of Finance,1984-1985,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1576603660,https://trove.nla.gov.au/work/21763044,nla.obj-1576603660,digitised
"Nexus (Paddington, N.S.W. : Online)","Centre for Innovation, Research, Creativity and Leadership in Education",2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-403818613,https://trove.nla.gov.au/work/217647058,nla.obj-403818613,edeposit
Royal Australian Air Force,,1945-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-6938759,https://trove.nla.gov.au/work/21772386,nla.obj-6938759,digitised
Newsletter (South East Family History Group (S.A.) : Online),South East Family History Group (S.A.),1980-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-525198235,https://trove.nla.gov.au/work/21774912,nla.obj-525198235,edeposit
Tasmanian bird report (Online),BirdLife Tasmania,1971-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-505641634,https://trove.nla.gov.au/work/21774917,nla.obj-505641634,edeposit
"Progress report / Ministry of Aboriginal Affairs, Victoria",Victoria. Ministry of Aboriginal Affairs,1968-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2645874477,https://trove.nla.gov.au/work/21775090,nla.obj-2645874477,digitised
Climate Change and Greenhouse Gas Reduction Act 2010 : minister's annual report,Australian Capital Territory. Environment and Sustainable Development Directorate,1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-872374111,https://trove.nla.gov.au/work/217764735,nla.obj-872374111,edeposit
Australia Yearly Meeting Secretary's newsletter (Online),e Religious Society of Friends (Quakers) in Australia,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-366318932,https://trove.nla.gov.au/work/217767577,nla.obj-366318932,edeposit
Westralian artist (Online),West Australian Society of Arts,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-704895461,https://trove.nla.gov.au/work/21778240,nla.obj-704895461,edeposit
"Better, safer care update (Online)",Victoria. Department of Health and Human Services,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-619265800,https://trove.nla.gov.au/work/217916658,nla.obj-619265800,edeposit
Newsletter (Antarctic Family & Friends' Association : Online),Antarctic Family & Friends' Association,1994-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816164128,https://trove.nla.gov.au/work/21796593,nla.obj-2816164128,edeposit
Brennessel : hinter Stacheldraht,,1941-1942,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2656505900,https://trove.nla.gov.au/work/21801234,nla.obj-2656505900,digitised
Research publication (New South Wales. Department of Corrective Services),New South Wales. Department of Corrective Services,1982-2021,"Government publication | Periodical | Periodical/Journal, magazine, other | Archived website",https://nla.gov.au/nla.obj-357976955,https://trove.nla.gov.au/work/21802696,nla.obj-357976955,edeposit
Research publication (New South Wales. Department of Corrective Services),New South Wales. Department of Corrective Services,1982-2021,"Government publication | Periodical | Periodical/Journal, magazine, other | Archived website",https://nla.gov.au/nla.obj-355225063,https://trove.nla.gov.au/work/21802696,nla.obj-355225063,edeposit
Barjai : a meeting place for youth,,1943-1946,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-319042505,https://trove.nla.gov.au/work/21807804,nla.obj-319042505,digitised
Tincture journal,"Young, Daniel",2013-2017,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-254686335,https://trove.nla.gov.au/work/218178245,nla.obj-254686335,edeposit
Report on Commonwealth Railways operations for the year ended 30th June ..,Commonwealth Railways (Australia),1927-1961,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1642345383,https://trove.nla.gov.au/work/21827796,nla.obj-1642345383,digitised
Financial Assistance Grant data tables (Tasmania. State Grants Commission : Online),Tasmania. State Grants Commission,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1908608833,https://trove.nla.gov.au/work/218399762,nla.obj-1908608833,edeposit
Aozhou cai jing = Australian Chinese financial report,,2014-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-367959968,https://trove.nla.gov.au/work/218404355,nla.obj-367959968,edeposit
Annual review / Government Property NSW,Government Property NSW,2016-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-368185761,https://trove.nla.gov.au/work/218405120,nla.obj-368185761,edeposit
Schedule of conservation measures in force,Commission for the Conservation of Antarctic Marine Living Resources,1989-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-497569494,https://trove.nla.gov.au/work/21850544,nla.obj-497569494,edeposit
Australian family physician,Royal Australian College of General Practitioners,1972-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-495739031,https://trove.nla.gov.au/work/21851672,nla.obj-495739031,edeposit
Gang-gang (Online),Canberra Ornithologists Group,1983-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-445913035,https://trove.nla.gov.au/work/21855009,nla.obj-445913035,edeposit
Spa & wellness international (Online),,2017-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-547793932,https://trove.nla.gov.au/work/218588510,nla.obj-547793932,edeposit
Newsletter (Warringal Conservation Society : Online),Warringal Conservation Society,1971-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-489811633,https://trove.nla.gov.au/work/21864128,nla.obj-489811633,edeposit
Peninsula aviculture (Online),Mornington Peninsula Avicultural Society,1990-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816308199,https://trove.nla.gov.au/work/21868995,nla.obj-2816308199,edeposit
Legacy bulletin for South Australia and Broken Hill (Online),Legacy Club of Adelaide,1994-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-410500308,https://trove.nla.gov.au/work/21872340,nla.obj-410500308,edeposit
Newsletter (Victoria League for Commonwealth Friendship South Australia : Online),Victoria League for Commonwealth Friendship South Australia,1995-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2907798386,https://trove.nla.gov.au/work/21878401,nla.obj-2907798386,edeposit
Going public (Canberra),Public Trustee for the Australian Capital Territory,2014-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-762760418,https://trove.nla.gov.au/work/218844833,nla.obj-762760418,edeposit
Report to the Attorney-General / Special Prosecutor's Office,Australia. Office of the Special Prosecutor,1983-1984,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1135635266,https://trove.nla.gov.au/work/21887543,nla.obj-1135635266,digitised
"Idiom (Melbourne, Vic.)",Victorian Association for the Teaching of English,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-569171186,https://trove.nla.gov.au/work/21889702,nla.obj-569171186,edeposit
Newsletter (Cumberland Bird Observers Club (NSW) : Online),Cumberland Bird Observers Club (N.S.W.),1970-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1695112319,https://trove.nla.gov.au/work/21890000,nla.obj-1695112319,edeposit
Si-eda : annals of the men of Anzac,,1916,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-6834754,https://trove.nla.gov.au/work/21890445,nla.obj-6834754,digitised
"Revue australienne : journal des interets francais en Australie, Nouvelle Caledonie, Nouvelle Zelande, Fiji, Tahiti, Polynesie",,1873-1874,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-475663872,https://trove.nla.gov.au/work/21899228,nla.obj-475663872,digitised
Call the hands,Naval Historical Society of Australia,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-375272130,https://trove.nla.gov.au/work/219029224,nla.obj-375272130,edeposit
IJANER : International journal of advanced nursing education and research,Global Vision School Publication,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-607214949,https://trove.nla.gov.au/work/219029225,nla.obj-607214949,edeposit
Australian Collectors of Mechanical Musical Instruments bulletin,Australian Collectors of Mechanical Musical Instruments,2010-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-371930570,https://trove.nla.gov.au/work/219029228,nla.obj-371930570,edeposit
"Parents and friends of Lesbians and gays (Brisbane, Qld.)",,1999-2021,"Periodical | Periodical/Journal, magazine, other",https://www.nla.gov.au/nla.obj-2731022247,https://trove.nla.gov.au/work/219029407,nla.obj-2731022247,edeposit
"Electric vehicle news (Melbourne, Vic. : Online)",Australian Electric Vehicle Association,1974-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2815931538,https://trove.nla.gov.au/work/21914526,nla.obj-2815931538,edeposit
Year in review / Office of Film and Literature Classification and Film and Literature Board of Review,Australia. Office of Film and Literature Classification,1995-1998,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1571496251,https://trove.nla.gov.au/work/21919419,nla.obj-1571496251,digitised
Newsletter (Dairy Goat Society of Australia. Victorian Branch : Online),Dairy Goat Society of Australia. Victorian Branch,1984-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816172301,https://trove.nla.gov.au/work/21920049,nla.obj-2816172301,edeposit
What's the buzz : EastEnders monthly newsletter,Melbourne (Vic.). Council,2014-2015,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816437252,https://trove.nla.gov.au/work/219218292,nla.obj-2816437252,edeposit
"Buzz (Carlton South, Vic.)",Melbourne (Vic.). Council,2016-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816357979,https://trove.nla.gov.au/work/219218293,nla.obj-2816357979,edeposit
Yinnar South newsletter (Online),,2010-2018,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2816450558,https://trove.nla.gov.au/work/219218294,nla.obj-2816450558,edeposit
Victorian Landcare and catchment management (Online),"Victoria. Department of Environment, Land, Water and Planning",1999-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-375242075,https://trove.nla.gov.au/work/219220002,nla.obj-375242075,edeposit
Votes and proceedings (Tasmania. Parliament. Legislative Council : Online : 2010/2011-),Tasmania. Parliament. Legislative Council,1800-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1864365365,https://trove.nla.gov.au/work/21946295,nla.obj-1864365365,edeposit
Kronika polonii (Online),Council of Polish Organisations in the ACT Inc,1995-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-511298189,https://trove.nla.gov.au/work/21968757,nla.obj-511298189,edeposit
Good weed (Online),Weed Society of New South Wales,1995-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2673348771,https://trove.nla.gov.au/work/21975354,nla.obj-2673348771,edeposit
Newsletter (East Torrens Historical Society : Online),East Torrens Historical Society,1982-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2909685072,https://trove.nla.gov.au/work/21979113,nla.obj-2909685072,edeposit
Senior card magazine (Online),Victoria. Department of Health and Human Services,2014-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2544975264,https://trove.nla.gov.au/work/219813146,nla.obj-2544975264,edeposit
SRA performance report (Online),Sugar Research Australia,2015-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-753165793,https://trove.nla.gov.au/work/219813243,nla.obj-753165793,edeposit
VIC tides ... / Victorian Regional Channels Authority,Victorian Regional Channels Authority,2017-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-376081867,https://trove.nla.gov.au/work/219813244,nla.obj-376081867,edeposit
Ningaloo coast news,Western Australia. Department of Parks and Wildlife,2000-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-376480847,https://trove.nla.gov.au/work/219813246,nla.obj-376480847,edeposit
